name
Металлургическая улица
Металлургическая улица
Литейное кольцо
Казанский проспект
Мензелинский тракт
Орловское кольцо
проспект Хасана Туфана
проспект КАМАЗа
Казанский проспект
Вахитовское кольцо
Казанский проспект
«Волга»
Казанский проспект
улица Батенчука
проспект Мусы Джалиля
проспект Мусы Джалиля
проспект Мусы Джалиля
проспект Мусы Джалиля
Челнинский ход
Казанский проспект
Казанский проспект
Металлургическая улица
«Волга»
«Волга»
Машиностроительная улица
Ризовское кольцо
Промышленная улица
Шламонакопитель
Сармановский тракт
улица Хади Такташа
улица Низаметдинова
Набережночелнинский проспект
улица Низаметдинова
Сармановский тракт
Комсомольский парк
Набережночелнинский проспект
Шлюзовая улица
Мензелинский тракт
Промышленная улица
Промышленная улица
проспект КАМАЗа
проспект КАМАЗа
Машиностроительная улица
проспект Вахитова
улица Академика Королёва
улица Раскольникова
улица Нариманова
Трубный проезд
Производственный проезд
Производственный проезд
Автосборочный проезд
улица 40 лет Победы
Машиностроительная улица
Орловская улица
улица Маршала Жукова
улица Сергея Титова
улица Сергея Титова
бульвар Ямашева
улица Пушкина
проспект Чулман
улица 40 лет Победы
Автозаводский проспект
проспект Яшьлек
Моторная улица
проезд Тозелеш
Моторная улица
улица Комарова
Садовый переулок
улица Маршала Жукова
улица Железнодорожников
улица Тан
улица Хади Такташа
улица Лермонтова
Набережная улица
Хлебный проезд
Пролетарский проезд
улица 40 лет Победы
Цветочный бульвар
Медео
Лесное
Комсомольская набережная
улица Фрунзе
Кооперативная улица
Столбовая улица
набережная Габдуллы Тукая
Бывший Отстойник - 3 ступень
Нагорная улица
Цветочный бульвар
бульвар Галиаскара Камала
Автосборочный проезд
Тэцовский проезд
проспект Сююмбике
улица Александра Грина
Альметьевский тракт
Альметьевский тракт
Набережные Челны
ГСК «Гудок»
Центральная улица
Авторемонтная улица
Мензелинский тракт
Металлургическая улица
Мензелинский тракт
Арматурный проезд
проезд Тизлек
Ресурсный проезд
Линейный проезд
Литейный проезд
Космос
Элеваторская улица
улица Маяковского
Спартаковская улица
улица Фурманова
улица Титова
Залесный проспект
Шильнинский лес
